Committee_Name,Report_Year,Report_Type,Is Amendment,, 
COMM TO RE-ELECT DALE GRAHAM DIST CT JUDGE,2010,Year End Semi-Annual,,,
COMM TO RE-ELECT DALE GRAHAM DIST CT JUDGE,2011,Mid Year Semi-Annual,,,
COMM TO RE-ELECT DALE GRAHAM DIST CT JUDGE,2011,Year End Semi-Annual,,,
JERRY RUDD FOR NC HOUSE,2004,Third Quarter,X,,
JERRY W TILLMAN FOR NC SENATE,2009,Mid Year Semi-Annual,,,
JERRY W TILLMAN FOR NC SENATE,2009,Mid Year Semi-Annual,X,,
JERRY W TILLMAN FOR NC SENATE,2009,Year End Semi-Annual,,,
JERRY W TILLMAN FOR NC SENATE,2010,Second Quarter,,,
JERRY W TILLMAN FOR NC SENATE,2014,Fourth Quarter,X,,
JERRY W. TILLMAN FOR NC SENATE,2004,First Quarter,X,,
JERRY W. TILLMAN FOR NC SENATE,2006,First Quarter,,,
JERRY W. TILLMAN FOR NC SENATE,2007,Mid Year Semi-Annual,X,,
JERRY W. TILLMAN FOR NC SENATE,2007,Year End Semi-Annual,X,,
JESSE FOR HOUSE (JESSE SIGMON),2012,Final,X,,
JESSE SIGMON FOR NC HOUSE,2000,First Quarter,X,,
JESSE SIGMON FOR NC HOUSE,2000,Organizational,X,,
JESSE SIGMON FOR NC HOUSE,2000,Second Quarter,X,,
JIM BEALL GRAHAM FOR NC SENATE,2018,Final,,,
JIM BEALL GRAHAM FOR NC SENATE,2018,Mid Year Semi-Annual,,,
JIM BLACK FOR JUDGE,2019,Organizational,,,
JIM BLACK FOR JUDGE,2019,Year End Semi-Annual,,,
JIM FOR NC,2015,Mid Year Semi-Annual,,,
JIM FOR NC,2015,Organizational,,,
JIM FOR NC,2015,Year End Semi-Annual,,,
JIM FOR NC,2016,First Quarter,,,
JIM FOR NC,2016,Fourth Quarter,,,
JIM FOR NC,2016,Second Quarter,,,
JIM FOR NC,2016,Third Quarter,,,
JIM FOR NC,2016,Third Quarter,X,,
JIM FOR NC,2019,Mid Year Semi-Annual,,,
JIM FOR NC,2019,Year End Semi-Annual,,,
JIM FOR NC,2020,Final,,,
JIM FOR SENATE (JAMES E SPONENBERG III),2014,First Quarter,,,
JIM FOR SENATE (JAMES E SPONENBERG III),2014,First Quarter,X,,
JIM FOR SENATE (JAMES E SPONENBERG III),2014,Fourth Quarter,,,
JIM FOR SENATE (JAMES E SPONENBERG III),2014,Fourth Quarter,X,,
JIM FOR SENATE (JAMES E SPONENBERG III),2014,Organizational,,,
JIM FOR SENATE (JAMES E SPONENBERG III),2014,Second Quarter,,,
JIM FOR SENATE (JAMES E SPONENBERG III),2014,Second Quarter,X,,
JIM FOR SENATE (JAMES E SPONENBERG III),2014,Third Quarter,,,
JIM FOR SENATE (JAMES E SPONENBERG III),2014,Third Quarter,X,,
JIM GULLEY FOR STATE HOUSE,2000,Second Quarter,X,,
JIM GULLEY FOR STATE HOUSE,2004,Mid Year Semi-Annual,,,
JIM GULLEY FOR STATE HOUSE,2007,Mid Year Semi-Annual,X,,
JIM GULLEY FOR STATE HOUSE,2007,Year End Semi-Annual,X,,
JIM GULLEY FOR STATE HOUSE,2009,Mid Year Semi-Annual,,,
JIM GULLEY FOR STATE HOUSE,2009,Year End Semi-Annual,,,
JIM GULLEY FOR STATE HOUSE,2010,Final,,,
JIM GULLEY FOR STATE HOUSE,2010,Mid Year Semi-Annual,,,
JIM KEE FOR NC HOUSE,2014,Organizational,,,
JIM KOHR FOR NC HOUSE,2019,Organizational,,,
JIM LONG ELECTION COMM,2004,Second Quarter,X,,
JIM LOVE JR CAMPAIGN COMM,2012,First Quarter,,,
JIM LOVE JR CANDIDATE,2000,First Quarter,X,,
JIM LOVE JR CANDIDATE,2000,Fourth Quarter,X,,
JIM LOVE JR CANDIDATE,2000,Second Quarter,X,,
JIM LOVE JR CANDIDATE,2000,Third Quarter,X,,
JIM LOVE JR CANDIDATE,2001,Final,X,,
JIM MARTIN CAMPAIGN,1999,Year End Semi-Annual,X,,
JIM MCILROY FOR NC HOUSE DISTRICT 2,2018,Final,,,
JIM MCILROY FOR NC HOUSE DISTRICT 2,2018,Second Quarter,X,,
JIM MCILROY FOR NC HOUSE DISTRICT 2,2018,Third Quarter,,,
JIM MEREDITH FOR NORTH CAROLINA,2018,Organizational,X,,
JIM MEREDITH FOR NORTH CAROLINA,2020,Final,,,
JIM MEREDITH FOR NORTH CAROLINA,2020,First Quarter,X,,
JIM MEREDITH FOR NORTH CAROLINA,2020,Second Quarter,,,
JIM MERRITT FOR CHAPEL HILL TOWN COUNCIL,2009,Organizational,,,
JIM MERRITT FOR CHAPEL HILL TOWN COUNCIL,2009,Organizational,X,,
JIM MERRITT FOR CHAPEL HILL TOWN COUNCIL,2009,Pre-Election,X,,
JIM MERRITT FOR CHAPEL HILL TOWN COUNCIL,2009,Special,,,
JIM MERRITT FOR CHAPEL HILL TOWN COUNCIL,2009,Special,X,,
JIM MERRITT FOR CHAPEL HILL TOWN COUNCIL,2009,Thirty-five-day,,,
JIM MERRITT FOR CHAPEL HILL TOWN COUNCIL,2009,Thirty-five-day,X,,
JIM MERRITT FOR CHAPEL HILL TOWN COUNCIL,2009,Year End Semi-Annual,,,
JIM MERRITT FOR CHAPEL HILL TOWN COUNCIL,2009,Year End Semi-Annual,X,,
JIM MERRITT FOR CHAPEL HILL TOWN COUNCIL,2010,Final,,,
JIM MESSINA CAMPAIGN,2012,Organizational,,,
JIM PENDERGRAPH FOR CONGRESS COMM,2012,First Quarter,,,
JIM PENDERGRAPH FOR CONGRESS COMM,2012,Fourth Quarter,,,
JIM PENDERGRAPH FOR CONGRESS COMM,2012,Second Quarter,,,
JIM PENDERGRAPH FOR CONGRESS COMM,2012,Third Quarter,,,
JIM PHILLIPS FOR DA,2013,Organizational,,,
JIM PHILLIPS FOR DA,2013,Year End Semi-Annual,,,
JIM PHILLIPS FOR DA,2014,Final,,,
JIM PHILLIPS FOR DA,2014,First Quarter,,,
JIM PROCTOR FOR NC HOUSE,2010,Organizational,,,
JIM ROBERSON FOR JUDGE CAMPAIGN,2000,Final,,,
JIM ROBERSON FOR JUDGE CAMPAIGN,2000,First Quarter,,,
JIM ROBERSON FOR JUDGE CAMPAIGN,2000,Fourth Quarter,,,
JIM ROBERSON FOR JUDGE CAMPAIGN,2000,Organizational,,,
JIM ROBERSON FOR JUDGE CAMPAIGN,2000,Second Quarter,,,
JIM ROBERSON FOR JUDGE CAMPAIGN,2000,Third Quarter,,,
JIM W PHILLIPS FOR NC SENATE,2000,Third Quarter,X,,
JIM WARD FOR COUNCIL (CHAPEL HILL),2011,Organizational,,,
JIM WARD FOR COUNCIL (CHAPEL HILL),2011,Pre-Election,,,
JIM WARD FOR COUNCIL (CHAPEL HILL),2011,Special,,,
JIM WARD FOR COUNCIL (CHAPEL HILL),2011,Thirty-five-day,,,
JIMMIE E FORD CANDIDATE,2000,Final,X,,
JIMMIE E FORD CANDIDATE,2000,First Quarter,X,,
JIMMIE E FORD CANDIDATE,2000,Second Quarter,X,,
JIMMY DIXON FOR HD 4,2010,Fourth Quarter,,,
JIMMY DIXON FOR HD 4,2010,Third Quarter,,,
JIMMY DIXON FOR HD 4,2010,Third Quarter,X,,
JIMMY DIXON FOR HD 4,2011,Mid Year Semi-Annual,,,
JIMMY DIXON FOR HD 4,2011,Year End Semi-Annual,,,
JIMMY DIXON FOR HD 4,2012,First Quarter,,,
JIMMY DIXON FOR HD 4,2012,First Quarter,X,,
JIMMY DIXON FOR HD 4,2012,Fourth Quarter,,,
JIMMY DIXON FOR HD 4,2012,Second Quarter,,,
JIMMY DIXON FOR HD 4,2012,Second Quarter,X,,
JIMMY DIXON FOR HD 4,2012,Third Quarter,,,
JIMMY DIXON FOR HD 4,2013,Mid Year Semi-Annual,,,
JIMMY DIXON FOR HD 4,2013,Year End Semi-Annual,,,
JIMMY DIXON FOR HD 4,2014,First Quarter,,,
JIMMY DIXON FOR HD 4,2014,Fourth Quarter,,,
JIMMY DIXON FOR HD 4,2014,Second Quarter,,,
JIMMY DIXON FOR HD 4,2014,Third Quarter,,,
JIMMY F GARNER FOR HOUSE OF REPRESENTATIVES,2010,Final,X,,
JIMMY F GARNER FOR HOUSE OF REPRESENTATIVES,2010,First Quarter,X,,
JIMMY SHERRILL PARKER,2004,Organizational,,,
JIMMY SHERRILL PARKER,2006,First Quarter,,,
JIMMY WALKER CANDIDATE,2000,First Quarter,,,
JM FAMILY ENTERPRISES INC PAC,2005,Mid Year Semi-Annual,X,,
JOE CARTER FOR HOUSE,2002,Final,,,
JOE CARTER FOR HOUSE,2002,Final,X,,
JOE CARTER FOR HOUSE,2002,Interim,,,
JOE CARTER FOR HOUSE,2002,Third Quarter,X,,
JOE DELK CAMPAIGN,2000,First Quarter,X,,
JOE DELK CAMPAIGN,2000,Fourth Quarter,X,,
JOE DELK CAMPAIGN,2001,Mid Year Semi-Annual,X,,
JOE JOHN NC HOUSE 40 COMMITTEE,2016,First Quarter,,,
JOE JOHN NC HOUSE 40 COMMITTEE,2016,Second Quarter,,,
JOE KISER FOR THE HOUSE,2000,Organizational,,,
JOE LANGLEY FOR NC HOUSE,2012,First Quarter,,,
JOE LANGLEY FOR NC HOUSE,2012,Fourth Quarter,,,
JOE LANGLEY FOR NC HOUSE,2012,Organizational,X,,
JOE LANGLEY FOR NC HOUSE,2012,Second Quarter,,,
JOE LANGLEY FOR NC HOUSE,2012,Third Quarter,,,
JOE LANGLEY FOR NC HOUSE,2013,Mid Year Semi-Annual,,,
JOE LANGLEY FOR NC HOUSE,2013,Year End Semi-Annual,,,
JOE LANGLEY FOR NC SENATE,2014,First Quarter,,,
JOE LANGLEY FOR NC SENATE,2014,Second Quarter,,,
JOE LANGLEY FOR NC SENATE,2014,Third Quarter,,,
JOE LANGLEY FOR NC SENATE,2014,Year End Semi-Annual,,,
JOE LANGLEY FOR NC SENATE,2015,Year End Semi-Annual,,,
JOE P TOLSON FOR HOUSE,2002,First Quarter,,,
JOE PRICE COMM,2002,Final,,,
JOE PRICE COMM,2002,First Quarter,X,,
JOE PRICE COMM,2002,Interim,X,,
JOE PRICE COMM,2002,Organizational,X,,
JOE PRICE COMM,2002,Second Quarter,X,,
JOE PRICE COMM,2002,Third Quarter,X,,
JOEL FORD COMM,2012,Organizational,,,
JOEL H BREWER CAMPAIGN FUND,2003,Mid Year Semi-Annual,,,
JOEL H BREWER CAMPAIGN FUND,2003,Year End Semi-Annual,X,,
JOEL H BREWER CAMPAIGN FUND,2004,Mid Year Semi-Annual,X,,
JOEL H BREWER CAMPAIGN FUND,2004,Year End Semi-Annual,X,,
JOEL H BREWER CAMPAIGN FUND,2005,Mid Year Semi-Annual,X,,
JOEL H BREWER CAMPAIGN FUND,2009,Mid Year Semi-Annual,,,
JOEL H BREWER CAMPAIGN FUND,2009,Year End Semi-Annual,,,
JOEL H BREWER CAMPAIGN FUND,2010,Mid Year Semi-Annual,,,
JOEL MCCLOSKY,2012,First Quarter,,,
JOEL MCCLOSKY,2012,Organizational,,,
JOHN A FRALEY FOR NC HOUSE,2013,Organizational,,,
JOHN A FRALEY FOR NC HOUSE,2013,Organizational,X,,
JOHN A FRALEY FOR NC HOUSE,2013,Year End Semi-Annual,,,
JOHN A FRALEY FOR NC HOUSE,2013,Year End Semi-Annual,X,,
JOHN A FRALEY FOR NC HOUSE,2014,First Quarter,,,
JOHN A FRALEY FOR NC HOUSE,2014,Fourth Quarter,,,
JOHN A FRALEY FOR NC HOUSE,2014,Second Quarter,,,
JOHN A FRALEY FOR NC HOUSE,2014,Third Quarter,,,
JOHN A MONTI,2012,Independent Expenditure Report,,,
JOHN ADCOCK FOR COUNTY COMMISSIONER,2017,Year End Semi-Annual,,,
JOHN AUTRY CAMPAIGN COMM,2016,Second Quarter,,,
JOHN BELL COMM,2012,First Quarter,,,
JOHN BELL COMM,2012,Fourth Quarter,,,
JOHN BELL COMM,2012,Organizational,,,
JOHN BELL COMM,2012,Second Quarter,,,
JOHN BELL COMM,2012,Third Quarter,,,
JOHN BELL COMM,2018,Second Quarter,,,
JOHN BLOSS FOR JUDGE,2010,Organizational,,,
JOHN BLUST CAMPAIGN COMM,2008,Second Quarter,X,,
JOHN BLUST CAMPAIGN COMM,2009,Mid Year Semi-Annual,,,
JOHN BLUST CAMPAIGN COMM,2009,Year End Semi-Annual,,,
JOHN BLUST CAMPAIGN COMM,2010,First Quarter,,,
JOHN BLUST CAMPAIGN COMM,2010,Fourth Quarter,,,
JOHN BLUST CAMPAIGN COMM,2010,Fourth Quarter,X,,
JOHN BLUST CAMPAIGN COMM,2010,Second Quarter,,,
JOHN BLUST CAMPAIGN COMM,2010,Third Quarter,,,
JOHN BLUST CAMPAIGN COMM,2011,Mid Year Semi-Annual,,,
JOHN BLUST CAMPAIGN COMM,2011,Year End Semi-Annual,,,
JOHN BLUST CAMPAIGN COMM,2012,First Quarter,,,
JOHN BLUST CAMPAIGN COMM,2012,Fourth Quarter,,,
JOHN BLUST CAMPAIGN COMM,2012,Second Quarter,,,
JOHN BLUST CAMPAIGN COMM,2012,Third Quarter,,,
JOHN BLUST CAMPAIGN COMM,2012,Third Quarter,X,,
JOHN BLUST CAMPAIGN COMM,2014,Second Quarter,X,,
JOHN BRIDGEMAN FOR STATE HOUSE,1999,Mid Year Semi-Annual,X,,
JOHN BRIDGEMAN FOR STATE HOUSE,2000,First Quarter,,,
JOHN BRIDGEMAN FOR STATE HOUSE,2000,Fourth Quarter,X,,
JOHN BRIDGEMAN FOR STATE HOUSE,2000,Third Quarter,X,,
JOHN BRIDGEMAN FOR STATE HOUSE,2001,Final,X,,
JOHN CARRINGTON FOR STATE SENATE,2000,First Quarter,X,,
JOHN CARRINGTON FOR STATE SENATE,2000,Second Quarter,X,,
JOHN CARRINGTON FOR STATE SENATE,2004,First Quarter,,,
JOHN COVOLO FOR JUDGE,2013,Mid Year Semi-Annual,,,
JOHN COVOLO FOR JUDGE,2013,Year End Semi-Annual,,,
JOHN COVOLO FOR JUDGE,2014,Mid Year Semi-Annual,,,
JOHN COVOLO FOR JUDGE,2014,Year End Semi-Annual,,,
JOHN D RORER LEGAL EXPENSE FUND,2012,Fourth Quarter,,,
JOHN D RORER LEGAL EXPENSE FUND,2013,First Quarter,,,
JOHN D RORER LEGAL EXPENSE FUND,2013,Fourth Quarter,,,
JOHN D RORER LEGAL EXPENSE FUND,2013,Fourth Quarter,X,,
JOHN D RORER LEGAL EXPENSE FUND,2013,Mid Year Semi-Annual,,,
JOHN D RORER LEGAL EXPENSE FUND,2013,Third Quarter,,,
JOHN D RORER LEGAL EXPENSE FUND,2014,Final,,,
JOHN E KURIAN JR NC HOUSE OF REP #73,2018,Fourth Quarter,,,
JOHN E KURIAN JR NC HOUSE OF REP #73,2019,Mid Year Semi-Annual,,,
JOHN E TANTUM CANDIDATE,2000,Third Quarter,X,,
JOHN FITZPATRICK SR. CAMPAIGN,2020,Fourth Quarter,,,
JOHN H HORNE JR,2010,Mid Year Semi-Annual,,,
JOHN H HORNE JR,2010,Year End Semi-Annual,,,
JOHN H HORNE JR,2011,Mid Year Semi-Annual,,,
JOHN H HORNE JR,2011,Year End Semi-Annual,,,
JOHN H HORNE JR,2012,First Quarter,,,
JOHN HALL FOR NC HOUSE 7,2002,Interim,X,,
JOHN L BARKER FOR HOUSE 69,2008,Final,X,,
JOHN L BARKER FOR HOUSE 69,2008,Second Quarter,X,,
JOHN L BARKER FOR HOUSE 69,2008,Third Quarter,X,,
JOHN MARCUM FOR SENATE,2012,First Quarter,,,
JOHN MARCUM FOR SENATE,2012,Fourth Quarter,,,
JOHN MARCUM FOR SENATE,2012,Organizational,,,
JOHN MARCUM FOR SENATE,2012,Organizational,X,,
JOHN MARCUM FOR SENATE,2012,Second Quarter,,,
JOHN MARCUM FOR SENATE,2012,Third Quarter,,,
JOHN NICHOLS CAMPAIGN COMM,1999,Mid Year Semi-Annual,X,,
JOHN NICHOLS CAMPAIGN COMM,2002,Final,X,,
JOHN NOBLES CAMPAIGN,2018,Mid Year Semi-Annual,X,,
JOHN ODOM ELECTION COMM,2008,Second Quarter,X,,
JOHN R NANCE FOR DIST CT JUDGE,2013,Year End Semi-Annual,,,
JOHN R NANCE FOR DIST CT JUDGE,2013,Year End Semi-Annual,X,,
JOHN R NANCE FOR DIST CT JUDGE,2014,Final,,,
JOHN R NANCE FOR DIST CT JUDGE,2014,First Quarter,,,
JOHN R NANCE FOR DIST CT JUDGE,2014,Second Quarter,,,
JOHN R NANCE FOR DIST CT JUDGE,2014,Third Quarter,,,
JOHN SNYDER FOR DA,2010,Fourth Quarter,,,
JOHN SNYDER FOR DA,2010,Third Quarter,,,
JOHN SNYDER FOR DA,2011,Mid Year Semi-Annual,,,
JOHN SNYDER FOR DA,2011,Year End Semi-Annual,,,
JOHN SNYDER FOR DA,2012,Mid Year Semi-Annual,,,
JOHN SNYDER FOR DA,2012,Year End Semi-Annual,,,
JOHN SNYDER FOR DA,2013,Mid Year Semi-Annual,,,
JOHN SNYDER FOR DA,2013,Year End Semi-Annual,,,
JOHN SNYDER FOR DA,2014,Mid Year Semi-Annual,,,
JOHN SNYDER FOR DA,2014,Year End Semi-Annual,,,
JOHN SNYDER FOR DA,2015,Mid Year Semi-Annual,,,
JOHN SNYDER FOR DA,2017,Special,,,
JOHN SZOKA FOR NC HOUSE,2010,First Quarter,X,,
JOHN SZOKA FOR NC HOUSE,2010,Fourth Quarter,X,,
JOHN SZOKA FOR NC HOUSE,2012,First Quarter,X,,
JOHN SZOKA FOR NC HOUSE,2012,Fourth Quarter,,,
JOHN SZOKA FOR NC HOUSE,2012,Fourth Quarter,X,,
JOHN SZOKA FOR NC HOUSE,2012,Third Quarter,X,,
JOHN SZOKA FOR NC HOUSE,2013,Mid Year Semi-Annual,,,
JOHN SZOKA FOR NC HOUSE,2013,Year End Semi-Annual,,,
JOHN SZOKA FOR NC HOUSE,2013,Year End Semi-Annual,X,,
JOHN SZOKA FOR NC HOUSE,2014,First Quarter,,,
JOHN SZOKA FOR NC HOUSE,2014,First Quarter,X,,
JOHN SZOKA FOR NC HOUSE,2014,Fourth Quarter,,,
JOHN SZOKA FOR NC HOUSE,2014,Fourth Quarter,X,,
JOHN SZOKA FOR NC HOUSE,2014,Second Quarter,,,
JOHN SZOKA FOR NC HOUSE,2014,Second Quarter,X,,
JOHN SZOKA FOR NC HOUSE,2014,Third Quarter,,,
JOHN W DAVIS,2004,Final,,,
JOHN WHITLEY FOR CONGRESS,2012,First Quarter,,,
JOHNATHAN RHYNE COMM,2007,Organizational,X,,
JOHNATHAN RHYNE COMM,2007,Year End Semi-Annual,X,,
JOHNATHAN RHYNE COMM,2008,First Quarter,X,,
JOHNATHAN RHYNE COMM,2008,Fourth Quarter,X,,
JOHNATHAN RHYNE COMM,2008,Second Quarter,X,,
JOHNATHAN RHYNE COMM,2008,Third Quarter,X,,
JOHNATHAN RHYNE COMM,2009,Mid Year Semi-Annual,X,,
JOHNATHAN RHYNE COMM,2009,Year End Semi-Annual,X,,
JOHNATHAN RHYNE COMM,2010,First Quarter,X,,
JOHNATHAN RHYNE COMM,2010,Fourth Quarter,X,,
JOHNATHAN RHYNE COMM,2010,Second Quarter,X,,
JOHNATHAN RHYNE COMM,2010,Third Quarter,X,,
JOHNSON & JOHNSON EMPL GOOD GOVT FUND,2009,Year End Semi-Annual,,,
JOHNSON & JOHNSON EMPL GOOD GOVT FUND,2010,First Quarter,,,
JOHNSON & JOHNSON EMPL GOOD GOVT FUND,2010,Fourth Quarter,,,
JOHNSON & JOHNSON EMPL GOOD GOVT FUND,2010,Second Quarter,,,
JOHNSON & JOHNSON EMPL GOOD GOVT FUND,2010,Third Quarter,,,
JOHNSON & JOHNSON EMPL GOOD GOVT FUND,2011,Mid Year Semi-Annual,,,
JOHNSON & JOHNSON EMPL GOOD GOVT FUND,2015,Mid Year Semi-Annual,,,
JOHNSON & JOHNSON EMPL GOOD GOVT FUND,2015,Year End Semi-Annual,,,
JOHNSON & JOHNSON EMPL GOOD GOVT FUND,2016,First Quarter,,,
JOHNSON & JOHNSON EMPL GOOD GOVT FUND,2016,Fourth Quarter,,,
JOHNSON & JOHNSON EMPL GOOD GOVT FUND,2016,Second Quarter,,,
JOHNSON & JOHNSON EMPL GOOD GOVT FUND,2016,Third Quarter,,,
JOHNSON & JOHNSON EMPL GOOD GOVT FUND,2017,Mid Year Semi-Annual,,,
JOHNSTON CTY CITIZENS ASSN PAC,2006,Third Quarter,,,
JOHNSTON CTY CITIZENS ASSN PAC,2008,First Quarter,,,
JOHNSTON CTY CITIZENS ASSN PAC,2008,Fourth Quarter,,,
JOHNSTON CTY CITIZENS ASSN PAC,2008,Second Quarter,,,
JOHNSTON CTY CITIZENS ASSN PAC,2008,Third Quarter,,,
JOHNSTON CTY CITIZENS ASSN PAC,2009,Mid Year Semi-Annual,,,
JOHNSTON CTY CITIZENS ASSN PAC,2009,Year End Semi-Annual,,,
JOHNSTON CTY CITIZENS ASSN PAC,2010,First Quarter,,,
JOHNSTON CTY CITIZENS ASSN PAC,2010,Fourth Quarter,,,
JOHNSTON CTY CITIZENS ASSN PAC,2010,Second Quarter,,,
JOHNSTON CTY CITIZENS ASSN PAC,2010,Third Quarter,,,
JOHNSTON CTY CITIZENS ASSN PAC,2011,Mid Year Semi-Annual,,,
JOHNSTON CTY CITIZENS ASSN PAC,2011,Year End Semi-Annual,,,
JOHNSTON CTY CITIZENS ASSN PAC,2012,First Quarter,,,
JOHNSTON CTY CITIZENS ASSN PAC,2012,Fourth Quarter,,,
JOHNSTON CTY CITIZENS ASSN PAC,2012,Second Quarter,,,
JOHNSTON CTY CITIZENS ASSN PAC,2012,Third Quarter,,,
JOHNSTON CTY CITIZENS ASSN PAC,2013,Mid Year Semi-Annual,,,
JOHNSTON CTY CITIZENS ASSN PAC,2013,Year End Semi-Annual,,,
JOHNSTON CTY CITIZENS ASSN PAC,2014,First Quarter,,,
JOHNSTON CTY CITIZENS ASSN PAC,2014,Second Quarter,,,
JOHNSTON CTY CITIZENS ASSN PAC,2019,Year End Semi-Annual,,,
JOHNSTON CTY CITIZENS ASSN PAC,2020,First Quarter,,,
JOHNSTON CTY CITIZENS ASSN PAC,2020,Fourth Quarter,,,
JOHNSTON CTY CITIZENS ASSN PAC,2020,Fourth Quarter,X,,
JOHNSTON CTY CITIZENS ASSN PAC,2020,Second Quarter,,,
JOHNSTON DEC,2005,Mid Year Semi-Annual,X,,
JOHNSTON DEC,2005,Year End Semi-Annual,X,,
JOHNSTON DEC,2006,First Quarter,X,,
JOHNSTON DEC,2006,Fourth Quarter,X,,
JOHNSTON DEC,2006,Third Quarter,X,,
JOHNSTON DEC,2008,First Quarter,X,,
JOHNSTON DEC,2008,Fourth Quarter,X,,
JOHNSTON DEC,2008,Second Quarter,X,,
JOHNSTON DM,2005,Mid Year Semi-Annual,X,,
JOHNSTON DM,2005,Year End Semi-Annual,X,,
JOHNSTON DM,2006,Mid Year Semi-Annual,X,,
JOHNSTON DM,2006,Year End Semi-Annual,X,,
JOHNSTON DM,2007,Mid Year Semi-Annual,X,,
JOHNSTON DM,2007,Year End Semi-Annual,X,,
JOHNSTON DM,2008,First Quarter,X,,
JOHNSTON DM,2008,Second Quarter,X,,
JOHNSTON DM,2008,Third Quarter,X,,
JOHNSTON DM,2011,Mid Year Semi-Annual,,,
JOHNSTON DM,2012,Fourth Quarter,,,
JOHNSTON DM,2012,Second Quarter,X,,
JOHNSTON DM,2013,Mid Year Semi-Annual,,,
JOHNSTON DM,2013,Year End Semi-Annual,,,
JOHNSTON DM,2014,First Quarter,,,
JOHNSTON DM,2014,Fourth Quarter,,,
JOHNSTON DM,2014,Mid Year Semi-Annual,,,
JOHNSTON DM,2014,Third Quarter,,,
JOHNSTON DW,2014,Fourth Quarter,,,
JOHNSTON REC,2008,Second Quarter,,,
JOHNSTON REC,2011,Year End Semi-Annual,X,,
JOHNSTON REC,2014,First Quarter,,,
JOHNSTON REC,2014,Fourth Quarter,,,
JOHNSTON REC,2014,Second Quarter,,,
JOHNSTON REC,2014,Third Quarter,,,
JOHNSTON RW,2017,Year End Semi-Annual,X,,
JOHNSTON RW,2018,First Quarter,,,
JOHNSTON RW,2018,First Quarter,X,,
JOHNSTON RW,2018,Fourth Quarter,,,
JOHNSTON RW,2018,Fourth Quarter,X,,
JOHNSTON RW,2018,Second Quarter,,,
JOHNSTON RW,2018,Second Quarter,X,,
JOHNSTON RW,2018,Third Quarter,,,
JOHNSTON RW,2018,Third Quarter,X,,
JOHNSTON RW,2019,Mid Year Semi-Annual,,,
JOHNSTON RW,2019,Mid Year Semi-Annual,X,,
JOHNSTON RW,2019,Year End Semi-Annual,,,
JOHNSTON RW,2019,Year End Semi-Annual,X,,
JOHNSTON RW,2020,First Quarter,,,
JOHNSTON RW,2020,First Quarter,X,,
JOHNSTON RW,2020,Fourth Quarter,,,
JOHNSTON RW,2020,Second Quarter,,,
JOHNSTON RW,2020,Second Quarter,X,,
JOHNSTON RW,2020,Third Quarter,,,
JOINT CANDIDATE FUND RAISER,2006,Final,,,
JON DEHART FOR TOWN COUNCIL (CHAPEL HILL),2009,Organizational,,,
JON DEHART FOR TOWN COUNCIL (CHAPEL HILL),2009,Organizational,X,,
JON DEHART FOR TOWN COUNCIL (CHAPEL HILL),2009,Pre-Election,,,
JON DEHART FOR TOWN COUNCIL (CHAPEL HILL),2009,Pre-Election,X,,
JON DEHART FOR TOWN COUNCIL (CHAPEL HILL),2009,Special,,,
JON DEHART FOR TOWN COUNCIL (CHAPEL HILL),2009,Special,X,,
JON DEHART FOR TOWN COUNCIL (CHAPEL HILL),2009,Thirty-five-day,,,
JON DEHART FOR TOWN COUNCIL (CHAPEL HILL),2009,Thirty-five-day,X,,
JON DEHART FOR TOWN COUNCIL (CHAPEL HILL),2009,Year End Semi-Annual,,,
JON DEHART FOR TOWN COUNCIL (CHAPEL HILL),2009,Year End Semi-Annual,X,,
JON DEHART FOR TOWN COUNCIL (CHAPEL HILL),2010,Mid Year Semi-Annual,,,
JON HARDISTER FOR NC HOUSE,2012,First Quarter,X,,
JON HARDISTER FOR NC HOUSE,2012,Fourth Quarter,,,
JON HARDISTER FOR NC HOUSE,2013,Mid Year Semi-Annual,,,
JON HARDISTER FOR NC HOUSE,2013,Year End Semi-Annual,,,
JON HARDISTER FOR NC HOUSE,2014,First Quarter,,,
JON HARDISTER FOR NC HOUSE,2014,Fourth Quarter,,,
JON HARDISTER FOR NC HOUSE,2014,Second Quarter,,,
JON HARDISTER FOR NC HOUSE,2014,Third Quarter,,,
JONATHAN ROBINSON CAMPAIGN,2000,Third Quarter,X,,
JONES CTY VOTERS LEAGUE,2007,Mid Year Semi-Annual,,,
JONES CTY VOTERS LEAGUE,2007,Year End Semi-Annual,,,
JONES CTY VOTERS LEAGUE,2008,First Quarter,,,
JONES CTY VOTERS LEAGUE,2008,Fourth Quarter,,,
JONES CTY VOTERS LEAGUE,2008,Second Quarter,,,
JONES CTY VOTERS LEAGUE,2008,Third Quarter,,,
JONES CTY VOTERS LEAGUE,2009,Mid Year Semi-Annual,,,
JONES CTY VOTERS LEAGUE,2009,Year End Semi-Annual,,,
JONES CTY VOTERS LEAGUE,2010,First Quarter,,,
JONES CTY VOTERS LEAGUE,2010,Fourth Quarter,,,
JONES CTY VOTERS LEAGUE,2010,Second Quarter,,,
JONES CTY VOTERS LEAGUE,2010,Third Quarter,,,
JONES CTY VOTERS LEAGUE,2011,Mid Year Semi-Annual,,,
JONES CTY VOTERS LEAGUE,2011,Year End Semi-Annual,,,
JONES CTY VOTERS LEAGUE,2012,First Quarter,,,
JONES CTY VOTERS LEAGUE,2012,Fourth Quarter,,,
